ad_id,reporting_start,reporting_end ,Campaign_Name ,campaign_id,fb_campaign_id,age,gender,interest,impressions,Clicks,Spent,Total_Conversion,,Approved_Conversion,Conversion rate,Revenue ,Likes ,Comments ,Shares ,CTR,ROI,Engagement Rate 
1121291,24-08-2017,24-08-2017,Fashion Week Special,1178,144572,35-39,M,2,52553,10,? 15.99,1,,0,0.00%,? 117.00,21,14,9,0.02%,127163%,0.083725001
1121292,23-08-2017,23-08-2017,Fashion Week Special,1178,144572,35-39,M,66,362296,11,? 17.05,1,,0,0.00%,? 113.00,24,8,9,0.02%,6674%,0.011316713
1121293,23-08-2017,23-08-2017,Fashion Week Special,1178,144572,35-39,M,10,427729,46,? 64.41,8,,4,50.00%,? 231.00,20,4,6,0.01%,13839%,0.007013787
1121296,23-08-2017,23-08-2017,Fashion Week Special,1178,144573,35-39,M,10,180351,30,? 44.22,8,,2,25.00%,? 243.00,12,12,3,0.01%,55446%,0.014970807
1121297,23-08-2017,23-08-2017,Fashion Week Special,1178,144573,35-39,M,15,187329,27,? 38.18,2,,1,50.00%,? 224.00,13,12,5,0.02%,32137%,0.016014605
1121300,23-08-2017,23-08-2017,Fashion Week Special,1178,144573,35-39,M,15,782894,177,? 268.05,26,,5,19.23%,? 237.00,18,2,8,0.02%,2284%,0.003576474
1121302,23-08-2017,23-08-2017,Fashion Week Special,1178,144574,35-39,M,15,1206533,52,? 77.59,5,,1,20.00%,? 263.00,17,13,2,0.02%,1138%,0.002652227
1121303,23-08-2017,23-08-2017,Fashion Week Special,1178,144574,35-39,M,16,84494,30,? 46.78,5,,2,40.00%,? 114.00,13,1,9,0.01%,80692%,0.027220868
1121304,23-08-2017,23-08-2017,Fashion Week Special,1178,144574,35-39,M,16,94257,101,? 153.12,9,,1,11.11%,? 227.00,20,6,2,0.01%,170445%,0.029706017
1121309,23-08-2017,23-08-2017,Fashion Week Special,1178,144575,35-39,M,16,131060,35,? 55.99,2,,1,50.00%,? 242.00,17,7,6,0.01%,76275%,0.022890279
1121310,23-08-2017,23-08-2017,Fashion Week Special,1178,144575,35-39,M,16,341603,20,? 31.54,6,,3,50.00%,? 253.00,12,13,2,0.01%,20307%,0.007903912
1121311,30-08-2017,30-08-2017,Fashion Week Special,1178,144575,35-39,M,16,140749,98,? 147.34,6,,1,16.67%,? 196.00,15,17,7,0.01%,54304%,0.0277089
1121312,30-08-2017,30-08-2017,Fashion Week Special,1178,144575,35-39,M,18,102525,91,? 159.57,5,,2,40.00%,? 118.00,13,5,5,0.01%,48128%,0.022433553
1121316,28-08-2017,28-08-2017,Fashion Week Special,1178,144576,35-39,M,18,447952,69,? 117.63,3,,1,33.33%,? 137.00,17,16,8,0.01%,412%,0.009152766
1121317,28-08-2017,28-08-2017,Fashion Week Special,1178,144576,35-39,M,18,76355,101,? 171.98,4,,2,50.00%,? 166.00,25,8,7,0.01%,103465%,0.052386877
1121319,28-08-2017,28-08-2017,Fashion Week Special,1178,144577,35-39,M,19,256598,11,? 18.10,1,,1,100.00%,? 131.00,23,12,9,0.01%,10320%,0.017147445
1121321,28-08-2017,28-08-2017,Fashion Week Special,1178,144577,35-39,M,19,127476,3,? 4.30,1,,0,0.00%,? 241.00,24,6,8,0.01%,69934%,0.029809533
1121322,28-08-2017,28-08-2017,Fashion Week Special,1178,144577,35-39,M,19,237603,7,? 11.57,1,,0,0.00%,? 146.00,10,5,9,0.01%,13454%,0.010100883
1121327,28-08-2017,28-08-2017,Fashion Week Special,1178,144578,35-39,M,19,271091,16,? 24.48,2,,0,0.00%,? 189.00,19,19,5,0.02%,14218%,0.015861832
1121330,28-08-2017,28-08-2017,Fashion Week Special,1178,144578,35-39,M,19,21743,113,? 169.67,7,,4,57.14%,? 300.00,23,13,4,0.02%,872353%,0.183967254
1121333,28-08-2017,28-08-2017,Fashion Week Special,1178,144579,35-39,M,20,88970,43,? 62.14,4,,1,25.00%,? 183.00,20,10,3,0.02%,113399%,0.037091154
1121334,28-08-2017,28-08-2017,Fashion Week Special,1178,144579,35-39,M,20,108362,51,? 76.68,6,,1,16.67%,? 153.00,19,8,5,0.02%,58212%,0.029530647
1121335,28-08-2017,28-08-2017,Fashion Week Special,1178,144579,35-39,M,20,188596,130,? 195.15,11,,3,27.27%,? 297.00,23,1,2,0.02%,57286%,0.013786082
1121336,27-08-2017,27-08-2017,Fashion Week Special,1178,144579,35-39,M,21,275080,25,? 38.36,5,,3,60.00%,? 121.00,12,3,9,0.02%,7370%,0.008724735
1121337,27-08-2017,27-08-2017,Fashion Week Special,1178,144580,35-39,M,21,64647,15,? 24.57,3,,1,33.33%,? 207.00,11,9,8,0.01%,117228%,0.043312141
1121338,27-08-2017,27-08-2017,Fashion Week Special,1178,144580,35-39,M,21,31265,45,? 74.41,9,,3,33.33%,? 225.00,15,4,7,0.02%,378601%,0.083160083
1121340,27-08-2017,27-08-2017,Fashion Week Special,1178,144580,35-39,M,21,140147,20,? 33.47,5,,2,40.00%,? 254.00,10,1,6,0.02%,50361%,0.012130121
1121341,27-08-2017,27-08-2017,Fashion Week Special,1178,144580,35-39,M,22,223120,3,? 4.22,1,,1,100.00%,? 148.00,21,5,8,0.01%,11871%,0.015238437
1121342,28-08-2017,28-08-2017,Fashion Week Special,1178,144580,35-39,M,22,104869,111,? 147.67,4,,0,0.00%,? 233.00,25,16,2,0.02%,58389%,0.041003538
1121344,28-08-2017,28-08-2017,Fashion Week Special,1178,144581,35-39,M,24,165177,39,? 62.14,1,,0,0.00%,? 269.00,17,9,3,0.02%,54477%,0.017556924
1121345,27-08-2017,27-08-2017,Fashion Week Special,1178,144581,35-39,M,24,84194,3,? 4.56,1,,1,100.00%,? 263.00,13,20,2,0.01%,124389%,0.041570658
1121347,27-08-2017,27-08-2017,Fashion Week Special,1178,144581,35-39,M,24,220581,23,? 35.06,3,,1,33.33%,? 231.00,10,12,7,0.02%,30265%,0.013147098
1121350,29-08-2017,29-08-2017,Fashion Week Special,1178,144582,35-39,M,24,75804,19,? 29.31,1,,0,0.00%,? 154.00,11,2,8,0.02%,78659%,0.027703024
1121352,29-08-2017,29-08-2017,Fashion Week Special,1178,144582,35-39,M,25,368986,119,? 169.92,2,,0,0.00%,? 162.00,23,16,2,0.02%,6153%,0.011111533
1121353,30-08-2017,30-08-2017,Fashion Week Special,1178,144582,35-39,M,26,28194,26,? 41.63,3,,1,33.33%,? 149.00,16,7,4,0.01%,391617%,0.095765056
1121355,29-08-2017,29-08-2017,Fashion Week Special,1178,144583,35-39,M,26,99961,49,? 75.70,4,,2,50.00%,? 264.00,17,11,2,0.01%,103744%,0.030011705
1121359,29-08-2017,29-08-2017,Fashion Week Special,1178,144583,35-39,M,27,7573,170,? 256.47,19,,6,31.58%,? 103.00,13,19,3,0.02%,0%,0.462168229
1121361,30-08-2017,30-08-2017,Fashion Week Special,1178,144584,35-39,M,27,685781,421,? 612.30,38,,13,34.21%,? 217.00,14,16,8,0.02%,2199%,0.005541128
1121364,30-08-2017,30-08-2017,Fashion Week Special,1178,144584,35-39,M,27,274222,36,? 51.84,1,,0,0.00%,? 285.00,16,4,9,0.02%,32684%,0.010575373
1121365,30-08-2017,30-08-2017,Fashion Week Special,1178,144584,35-39,M,27,110503,37,? 54.79,5,,0,0.00%,? 157.00,20,16,8,0.01%,38042%,0.039817923
1121367,30-08-2017,30-08-2017,Fashion Week Special,1178,144585,35-39,M,28,1447755,127,? 179.05,11,,3,27.27%,? 104.00,25,5,5,0.02%,-7527%,0.002417536
1121368,30-08-2017,30-08-2017,Fashion Week Special,1178,144585,35-39,M,28,358987,13,? 17.74,1,,0,0.00%,? 214.00,14,3,3,0.02%,14443%,0.005571232
1121369,30-08-2017,30-08-2017,Fashion Week Special,1178,144585,35-39,M,28,826205,268,? 375.72,7,,3,42.86%,? 112.00,15,14,4,0.02%,-5180%,0.003994166
1121370,29-08-2017,29-08-2017,Fashion Week Special,1178,144585,35-39,M,28,550954,1,? 1.57,0,,0,0.00%,? 124.00,10,16,6,0.01%,-1741%,0.005808107
1121372,29-08-2017,29-08-2017,Fashion Week Special,1178,144585,35-39,M,29,378350,295,? 429.48,23,,10,43.48%,? 109.00,18,7,3,0.02%,1298%,0.007400555
1121373,29-08-2017,29-08-2017,Fashion Week Special,1178,144586,35-39,M,29,492784,63,? 95.85,3,,1,33.33%,? 251.00,11,20,7,0.02%,16280%,0.007711289
1121374,29-08-2017,29-08-2017,Fashion Week Special,1178,144586,35-39,M,29,327158,3,? 3.82,1,,0,0.00%,? 229.00,18,10,2,0.01%,21669%,0.009169881
1121375,29-08-2017,29-08-2017,Fashion Week Special,1178,144586,35-39,M,29,9921,153,? 226.54,12,,6,50.00%,? 119.00,25,20,8,0.02%,0%,0.534220341
1121377,29-08-2017,29-08-2017,Fashion Week Special,1178,144586,35-39,M,30,59390,34,? 50.72,2,,1,50.00%,? 167.00,15,5,6,0.02%,171325%,0.043778414
1121378,29-08-2017,29-08-2017,Fashion Week Special,1178,144586,35-39,M,30,1040330,33,? 54.57,1,,0,0.00%,? 300.00,17,5,9,0.02%,1799%,0.002979824
1121379,29-08-2017,29-08-2017,Fashion Week Special,1178,144587,35-39,M,30,49422,16,? 25.22,4,,1,25.00%,? 142.00,12,12,7,0.02%,117126%,0.062725102
1121380,29-08-2017,29-08-2017,Fashion Week Special,1178,144587,35-39,M,31,131091,7,? 9.97,1,,1,100.00%,? 169.00,23,15,3,0.01%,39372%,0.031275984
1121381,29-08-2017,29-08-2017,Fashion Week Special,1178,144587,35-39,M,31,95691,1,? 1.73,1,,1,100.00%,? 147.00,19,17,4,0.01%,48195%,0.041801214
1121390,29-08-2017,29-08-2017,Fashion Week Special,1178,144588,35-39,M,32,15513,77,? 123.09,8,,4,50.00%,? 220.00,14,15,5,0.02%,1695426%,0.219171018
1121391,20-08-2017,20-08-2017,Fashion Week Special,1178,144589,35-39,M,32,382537,24,? 37.83,2,,0,0.00%,? 288.00,23,13,3,0.01%,15265%,0.010195092
1121394,20-08-2017,20-08-2017,Fashion Week Special,1178,144589,35-39,M,32,461356,20,? 33.04,1,,1,100.00%,? 225.00,25,13,4,0.01%,8580%,0.009103599
1121395,23-08-2017,23-08-2017,Fashion Week Special,1178,144589,35-39,M,32,392541,60,? 105.02,9,,6,66.67%,? 173.00,21,8,6,0.02%,7528%,0.008916266
1121398,23-08-2017,23-08-2017,Fashion Week Special,1178,144590,35-39,M,36,35088,4,? 5.93,1,,0,0.00%,? 183.00,15,5,9,0.01%,197955%,0.082649339
1121400,23-08-2017,23-08-2017,Fashion Week Special,1178,144590,35-39,M,63,53933,2,? 3.75,1,,0,0.00%,? 208.00,18,18,3,0.01%,199466%,0.072311943
1121403,24-08-2017,24-08-2017,Fashion Week Special,1178,144591,35-39,M,63,228861,212,? 343.26,14,,4,28.57%,? 259.00,11,12,7,0.02%,38511%,0.013108393
1121405,24-08-2017,24-08-2017,Fashion Week Special,1178,144591,35-39,M,63,20959,12,? 19.19,2,,1,50.00%,? 233.00,25,8,4,0.01%,608037%,0.17653514
1121410,24-08-2017,24-08-2017,Fashion Week Special,1178,144592,35-39,M,64,24992,38,? 61.03,6,,3,50.00%,? 214.00,12,6,7,0.02%,660846%,0.10003201
1121411,24-08-2017,24-08-2017,Fashion Week Special,1178,144592,35-39,M,64,100351,35,? 56.17,2,,1,50.00%,? 218.00,23,6,4,0.01%,80157%,0.032884575
1121412,24-08-2017,24-08-2017,Fashion Week Special,1178,144592,35-39,M,64,292448,23,? 39.23,2,,0,0.00%,? 252.00,25,12,5,0.02%,22770%,0.014361528
1121413,23-08-2017,23-08-2017,Fashion Week Special,1178,144592,35-39,M,64,65060,60,? 99.18,6,,1,16.67%,? 171.00,20,15,3,0.02%,107769%,0.058407624
1121414,23-08-2017,23-08-2017,Fashion Week Special,1178,144592,35-39,M,64,133316,11,? 16.18,1,,0,0.00%,? 286.00,16,4,2,0.01%,69071%,0.016502145
1121415,23-08-2017,23-08-2017,Fashion Week Special,1178,144593,35-39,M,65,113501,16,? 23.97,1,,1,100.00%,? 202.00,18,4,5,0.02%,42549%,0.023788337
1121418,23-08-2017,23-08-2017,Fashion Week Special,1178,144593,35-39,M,65,192810,2,? 2.62,1,,1,100.00%,? 295.00,14,6,6,0.01%,37634%,0.013484778
1121421,21-08-2017,21-08-2017,Fashion Week Special,1178,144594,35-39,M,2,233404,2,? 2.78,1,,1,100.00%,? 135.00,15,5,3,0.01%,9173%,0.009854158
1121422,23-08-2017,23-08-2017,Fashion Week Special,1178,144594,35-39,M,2,128843,28,? 42.37,2,,1,50.00%,? 272.00,14,9,4,0.02%,62340%,0.020955737
1121423,23-08-2017,23-08-2017,Fashion Week Special,1178,144594,35-39,M,2,63564,15,? 22.05,1,,0,0.00%,? 294.00,16,12,7,0.02%,132788%,0.055062614
1121425,23-08-2017,23-08-2017,Fashion Week Special,1178,144594,35-39,M,7,85970,7,? 10.32,2,,0,0.00%,? 181.00,20,1,7,0.02%,63043%,0.032569501
1121428,23-08-2017,23-08-2017,Fashion Week Special,1178,144595,35-39,M,7,131232,7,? 9.81,1,,0,0.00%,? 168.00,10,5,4,0.02%,46872%,0.014478176
1121429,23-08-2017,23-08-2017,Fashion Week Special,1178,144595,35-39,M,7,152454,43,? 63.45,5,,0,0.00%,? 208.00,20,3,6,0.02%,44954%,0.019022131
1121430,23-08-2017,23-08-2017,Fashion Week Special,1178,144595,35-39,M,66,28989,6,? 10.55,2,,1,50.00%,? 184.00,25,11,3,0.01%,793493%,0.134533789
1121433,24-08-2017,24-08-2017,Fashion Week Special,1178,144596,35-39,M,10,80248,25,? 38.94,2,,0,0.00%,? 156.00,24,7,8,0.02%,54489%,0.048599342
1121437,24-08-2017,24-08-2017,Fashion Week Special,1178,144596,35-39,M,10,38580,28,? 38.03,3,,1,33.33%,? 256.00,12,18,2,0.02%,290469%,0.082944531
1121439,25-08-2017,25-08-2017,Fashion Week Special,1178,144597,40-44,M,10,621591,229,? 314.30,16,,2,12.50%,? 281.00,13,18,9,0.02%,7201%,0.0064351
1121440,25-08-2017,25-08-2017,Fashion Week Special,1178,144597,40-44,M,10,250499,124,? 173.76,3,,0,0.00%,? 271.00,15,1,4,0.02%,36612%,0.007984064
1121442,25-08-2017,25-08-2017,Fashion Week Special,1178,144597,40-44,M,15,131637,25,? 37.32,2,,1,50.00%,? 135.00,20,8,3,0.02%,36059%,0.02354961
1121443,25-08-2017,25-08-2017,Fashion Week Special,1178,144597,40-44,M,15,463813,2,? 2.63,1,,1,100.00%,? 275.00,14,2,5,0.01%,13638%,0.004527687
1121444,25-08-2017,25-08-2017,Fashion Week Special,1178,144597,40-44,M,16,211767,172,? 263.81,7,,3,42.86%,? 249.00,25,2,8,0.02%,30887%,0.016527599
1121446,25-08-2017,25-08-2017,Fashion Week Special,1178,144598,40-44,M,16,163181,114,? 177.11,6,,2,33.33%,? 123.00,16,12,7,0.02%,20735%,0.021448576
1121451,25-08-2017,25-08-2017,Fashion Week Special,1178,144599,40-44,M,16,1117385,222,? 343.42,11,,4,36.36%,? 282.00,17,13,8,0.02%,843%,0.003400797
1121452,25-08-2017,25-08-2017,Fashion Week Special,1178,144599,40-44,M,16,1663441,23,? 33.23,1,,1,100.00%,? 235.00,18,7,8,0.02%,-3463%,0.00198384
1121453,25-08-2017,25-08-2017,Fashion Week Special,1178,144599,40-44,M,16,455248,161,? 234.66,4,,1,25.00%,? 199.00,16,3,5,0.02%,8825%,0.005271852
1121454,25-08-2017,25-08-2017,Fashion Week Special,1178,144599,40-44,M,16,75589,194,? 297.83,14,,3,21.43%,? 269.00,25,1,9,0.02%,242345%,0.046303034
1121455,24-08-2017,24-08-2017,Fashion Week Special,1178,144599,40-44,M,18,594267,20,? 31.01,1,,1,100.00%,? 104.00,15,17,8,0.02%,-2742%,0.006730981
1121456,24-08-2017,24-08-2017,Fashion Week Special,1178,144599,40-44,M,19,315281,56,? 84.66,4,,1,25.00%,? 236.00,24,6,3,0.02%,26291%,0.010466853
1121464,24-08-2017,24-08-2017,Fashion Week Special,1178,144601,40-44,M,19,363456,77,? 115.88,2,,0,0.00%,? 283.00,16,2,6,0.02%,14073%,0.006603275
1121466,24-08-2017,24-08-2017,Fashion Week Special,1178,144601,40-44,M,21,438983,57,? 84.51,4,,2,50.00%,? 113.00,10,9,3,0.02%,-2122%,0.005011584
1121467,24-08-2017,24-08-2017,Fashion Week Special,1178,144601,40-44,M,21,42563,8,? 13.06,1,,0,0.00%,? 262.00,14,6,3,0.02%,261222%,0.054037544
1121469,25-08-2017,25-08-2017,Fashion Week Special,1178,144602,40-44,M,22,399035,15,? 23.65,1,,0,0.00%,? 228.00,10,7,6,0.02%,8269%,0.005763905
1121471,24-08-2017,24-08-2017,Fashion Week Special,1178,144602,40-44,M,22,304680,63,? 89.35,2,,0,0.00%,? 289.00,20,17,7,0.02%,19325%,0.014441381
1121472,24-08-2017,24-08-2017,Fashion Week Special,1178,144602,40-44,M,22,140596,12,? 17.30,1,,0,0.00%,? 154.00,19,8,6,0.02%,27773%,0.023471507
1121473,24-08-2017,24-08-2017,Fashion Week Special,1178,144602,40-44,M,22,439986,16,? 23.34,1,,0,0.00%,? 133.00,12,11,6,0.02%,-139%,0.006591119
1121474,21-08-2017,21-08-2017,Fashion Week Special,1178,144602,40-44,M,24,75803,27,? 40.96,1,,0,0.00%,? 172.00,23,6,6,0.03%,78843%,0.046172315
1121477,21-08-2017,21-08-2017,Fashion Week Special,1178,144603,40-44,M,24,7073,35,? 50.11,4,,1,25.00%,? 220.00,25,16,8,0.03%,0%,0.692775343
1121481,19-08-2017,19-08-2017,Fashion Week Special,1178,144604,40-44,M,25,153586,47,? 66.79,6,,1,16.67%,? 253.00,12,19,4,0.02%,48824%,0.022788535
1121482,19-08-2017,19-08-2017,Fashion Week Special,1178,144604,40-44,M,25,180815,1,? 1.64,1,,0,0.00%,? 186.00,16,10,3,0.01%,33631%,0.016038492
1121483,19-08-2017,19-08-2017,Fashion Week Special,1178,144604,40-44,M,25,253169,26,? 36.23,2,,0,0.00%,? 216.00,24,16,4,0.02%,18500%,0.017379695
1121484,19-08-2017,19-08-2017,Fashion Week Special,1178,144604,40-44,M,26,34453,40,? 62.87,1,,1,100.00%,? 165.00,15,13,5,0.02%,204008%,0.09578266
1121487,19-08-2017,19-08-2017,Fashion Week Special,1178,144605,40-44,M,26,51550,52,? 71.58,1,,1,100.00%,? 252.00,20,20,2,0.02%,169487%,0.081474297
1121489,19-08-2017,19-08-2017,Fashion Week Special,1178,144605,40-44,M,27,110018,230,? 350.51,6,,1,16.67%,? 134.00,13,13,4,0.02%,23618%,0.027268265
1121493,19-08-2017,19-08-2017,Fashion Week Special,1178,144606,40-44,M,27,137584,162,? 213.69,13,,5,38.46%,? 201.00,11,10,4,0.02%,44649%,0.018170718
1121497,19-08-2017,19-08-2017,Fashion Week Special,1178,144606,40-44,M,28,209825,8,? 10.96,1,,0,0.00%,? 147.00,15,16,4,0.02%,16791%,0.016680567
1121499,19-08-2017,19-08-2017,Fashion Week Special,1178,144607,40-44,M,29,264222,25,? 37.40,6,,4,66.67%,? 169.00,12,19,4,0.02%,9250%,0.013246437
1121510,19-08-2017,19-08-2017,Fashion Week Special,1178,144608,40-44,M,29,31202,135,? 210.82,13,,6,46.15%,? 128.00,22,4,2,0.02%,180193%,0.089737837
1121511,18-08-2017,18-08-2017,Fashion Week Special,1178,144609,40-44,M,29,252991,26,? 42.41,1,,1,100.00%,? 266.00,25,1,9,0.02%,24617%,0.013834484
1121514,18-08-2017,18-08-2017,Fashion Week Special,1178,144609,40-44,M,30,56265,22,? 33.20,2,,0,0.00%,? 102.00,25,12,7,0.02%,55637%,0.078201369
1121523,18-08-2017,18-08-2017,Fashion Week Special,1178,144611,40-44,M,32,76923,50,? 72.91,1,,0,0.00%,? 256.00,11,3,9,0.02%,134878%,0.02990003
1121524,18-08-2017,18-08-2017,Fashion Week Special,1178,144611,40-44,M,63,209332,210,? 293.88,10,,4,40.00%,? 254.00,23,10,2,0.02%,41210%,0.016719852
1121525,18-08-2017,18-08-2017,Fashion Week Special,1178,144611,40-44,M,63,214094,125,? 167.05,5,,1,20.00%,? 192.00,18,11,2,0.02%,26043%,0.014479621
1121526,19-08-2017,19-08-2017,Fashion Week Special,1178,144611,40-44,M,63,526209,81,? 123.80,5,,2,40.00%,? 253.00,25,18,7,0.02%,9932%,0.009501928
1121527,19-08-2017,19-08-2017,Fashion Week Special,1178,144611,40-44,M,63,741143,56,? 85.70,3,,0,0.00%,? 286.00,15,16,5,0.02%,5923%,0.004857362
1121528,19-08-2017,19-08-2017,Fashion Week Special,1178,144611,40-44,M,63,172827,43,? 65.18,2,,1,50.00%,? 272.00,23,11,6,0.02%,60796%,0.023144532
1121530,19-08-2017,19-08-2017,Fashion Week Special,1178,144612,40-44,M,64,188873,37,? 46.43,4,,1,25.00%,? 221.00,14,20,2,0.02%,27713%,0.019060427
1121532,19-08-2017,19-08-2017,Fashion Week Special,1178,144612,40-44,M,64,123126,55,? 68.56,5,,2,40.00%,? 191.00,20,14,5,0.03%,38075%,0.03167487
1121535,20-08-2017,20-08-2017,Fashion Week Special,1178,144613,40-44,M,2,77794,5,? 8.19,1,,0,0.00%,? 111.00,10,20,8,0.02%,48085%,0.048846955
1121541,21-08-2017,21-08-2017,Fashion Week Special,1178,144614,40-44,M,7,56630,33,? 48.55,2,,0,0.00%,? 257.00,15,19,6,0.03%,152555%,0.07063394
1121544,21-08-2017,21-08-2017,Fashion Week Special,1178,144614,40-44,M,10,400844,61,? 82.28,1,,0,0.00%,? 255.00,11,1,8,0.02%,8089%,0.004989472
1121545,20-08-2017,20-08-2017,Fashion Week Special,1178,144614,40-44,M,10,208572,48,? 71.53,3,,0,0.00%,? 228.00,13,1,2,0.02%,27525%,0.007671212
1121548,21-08-2017,21-08-2017,Fashion Week Special,1178,144615,40-44,M,10,59004,138,? 191.42,8,,3,37.50%,? 228.00,22,8,5,0.02%,158764%,0.059318012
1121551,21-08-2017,21-08-2017,Fashion Week Special,1178,144615,40-44,M,10,196253,233,? 321.87,8,,4,50.00%,? 213.00,14,12,4,0.03%,28657%,0.015286391
1121554,21-08-2017,21-08-2017,Fashion Week Special,1178,144616,40-44,M,10,51858,49,? 65.03,2,,0,0.00%,? 248.00,13,6,4,0.02%,186358%,0.044351884
1121557,21-08-2017,21-08-2017,Fashion Week Special,1178,144616,40-44,M,15,280764,142,? 194.81,9,,2,22.22%,? 162.00,22,9,6,0.02%,9912%,0.013178328
1121561,21-08-2017,21-08-2017,Fashion Week Special,1178,144617,40-44,M,16,63660,51,? 78.46,2,,1,50.00%,? 137.00,10,14,8,0.02%,73182%,0.050267044
1121562,20-08-2017,20-08-2017,Fashion Week Special,1178,144617,40-44,M,16,109289,39,? 53.63,6,,1,16.67%,? 215.00,15,20,3,0.02%,59288%,0.034770196
1121568,20-08-2017,20-08-2017,Fashion Week Special,1178,144618,40-44,M,16,188440,170,? 243.77,4,,1,25.00%,? 112.00,22,13,6,0.02%,8442%,0.021757589
1121571,20-08-2017,20-08-2017,Fashion Week Special,1178,144619,40-44,M,16,212496,182,? 262.89,4,,2,50.00%,? 186.00,14,7,6,0.02%,14856%,0.012706122
1121572,20-08-2017,20-08-2017,Fashion Week Special,1178,144619,40-44,M,18,32574,3,? 4.05,1,,1,100.00%,? 227.00,20,10,2,0.01%,293476%,0.098237858
1121575,20-08-2017,20-08-2017,Fashion Week Special,1178,144619,40-44,M,21,128595,11,? 16.41,3,,1,33.33%,? 100.00,15,20,3,0.02%,17412%,0.029550138
1121577,20-08-2017,20-08-2017,Fashion Week Special,1178,144620,40-44,M,21,242234,42,? 66.39,1,,0,0.00%,? 296.00,21,1,5,0.02%,33491%,0.011146247
1121584,20-08-2017,20-08-2017,Fashion Week Special,1178,144621,40-44,M,21,33154,7,? 9.61,1,,0,0.00%,? 284.00,14,11,5,0.03%,350406%,0.090486819
1121585,20-08-2017,20-08-2017,Fashion Week Special,1178,144621,40-44,M,22,9773,17,? 22.12,2,,0,0.00%,? 201.00,15,7,5,0.03%,1366712%,0.27627136
1121589,20-08-2017,20-08-2017,Fashion Week Special,1178,144622,45-49,M,23,464036,51,? 78.06,1,,0,0.00%,? 295.00,11,7,8,0.03%,13877%,0.005603014
1121590,20-08-2017,20-08-2017,Fashion Week Special,1178,144622,45-49,M,23,478480,27,? 40.88,2,,2,100.00%,? 214.00,18,18,8,0.03%,5764%,0.009195787
1121592,20-08-2017,20-08-2017,Fashion Week Special,1178,144622,45-49,M,25,428812,63,? 88.21,7,,2,28.57%,? 272.00,20,7,3,0.03%,13272%,0.006996073
1121593,26-08-2017,26-08-2017,Fashion Week Special,1178,144622,45-49,M,25,1177535,35,? 48.94,1,,0,0.00%,? 268.00,23,11,3,0.03%,-2671%,0.003142157
